kmer_start	kmer_end	n_enriched	n_depleted	group_JW	series_id	gene_start	gene_end	gene	group	kmer	region	series_id_2	series_id_3
13408	13422	0	15	dep_ex	13408	266	21555	ORF1ab	C	all	pc	625	3
13409	13423	0	15	dep_ex	13409	266	21555	ORF1ab	C	all	pc	626	3
13410	13424	0	15	dep_ex	13410	266	21555	ORF1ab	C	all	pc	627	3
13411	13425	0	15	dep_ex	13411	266	21555	ORF1ab	C	all	pc	628	3
13412	13426	0	15	dep_ex	13412	266	21555	ORF1ab	C	all	pc	629	3
13413	13427	0	15	dep_ex	13413	266	21555	ORF1ab	C	all	pc	630	3
13414	13428	0	15	dep_ex	13414	266	21555	ORF1ab	C	all	pc	631	3
13415	13429	0	15	dep_ex	13415	266	21555	ORF1ab	C	all	pc	632	3
13416	13430	0	15	dep_ex	13416	266	21555	ORF1ab	C	all	pc	633	3
13417	13431	0	15	dep_ex	13417	266	21555	ORF1ab	C	all	pc	634	3
13418	13432	0	15	dep_ex	13418	266	21555	ORF1ab	C	all	pc	635	3
13419	13433	0	15	dep_ex	13419	266	21555	ORF1ab	C	all	pc	636	3
13420	13434	0	15	dep_ex	13420	266	21555	ORF1ab	C	all	pc	637	3
13421	13435	0	15	dep_ex	13421	266	21555	ORF1ab	C	all	pc	638	3
13422	13436	0	15	dep_ex	13422	266	21555	ORF1ab	C	all	pc	639	3
13423	13437	0	15	dep_ex	13423	266	21555	ORF1ab	C	all	pc	640	3
13424	13438	0	15	dep_ex	13424	266	21555	ORF1ab	C	all	pc	641	3
13425	13439	0	15	dep_ex	13425	266	21555	ORF1ab	C	all	pc	642	3
13426	13440	0	15	dep_ex	13426	266	21555	ORF1ab	C	all	pc	643	3
13427	13441	0	15	dep_ex	13427	266	21555	ORF1ab	C	all	pc	644	3
13428	13442	0	15	dep_ex	13428	266	21555	ORF1ab	C	all	pc	645	3
13429	13443	0	15	dep_ex	13429	266	21555	ORF1ab	C	all	pc	646	3
13430	13444	0	15	dep_ex	13430	266	21555	ORF1ab	C	all	pc	647	3
13431	13445	0	15	dep_ex	13431	266	21555	ORF1ab	C	all	pc	648	3
13432	13446	0	15	dep_ex	13432	266	21555	ORF1ab	C	all	pc	649	3
13433	13447	0	15	dep_ex	13433	266	21555	ORF1ab	C	all	pc	650	3
13434	13448	0	15	dep_ex	13434	266	21555	ORF1ab	C	all	pc	651	3
13435	13449	0	15	dep_ex	13435	266	21555	ORF1ab	C	all	pc	652	3
13436	13450	0	15	dep_ex	13436	266	21555	ORF1ab	C	all	pc	653	3
13437	13451	0	15	dep_ex	13437	266	21555	ORF1ab	C	all	pc	654	3
13438	13452	0	15	dep_ex	13438	266	21555	ORF1ab	C	all	pc	655	3
13439	13453	0	15	dep_ex	13439	266	21555	ORF1ab	C	all	pc	656	3
13440	13454	0	15	dep_ex	13440	266	21555	ORF1ab	C	all	pc	657	3
13441	13455	0	15	dep_ex	13441	266	21555	ORF1ab	C	all	pc	658	3
13442	13456	0	15	dep_ex	13442	266	21555	ORF1ab	C	all	pc	659	3
13443	13457	0	15	dep_ex	13443	266	21555	ORF1ab	C	all	pc	660	3
13444	13458	0	15	dep_ex	13444	266	21555	ORF1ab	C	all	pc	661	3
13445	13459	0	15	dep_ex	13445	266	21555	ORF1ab	C	all	pc	662	3
13446	13460	0	15	dep_ex	13446	266	21555	ORF1ab	C	all	pc	663	3
13447	13461	0	15	dep_ex	13447	266	21555	ORF1ab	C	all	pc	664	3
13448	13462	0	15	dep_ex	13448	266	21555	ORF1ab	C	all	pc	665	3
13449	13463	0	15	dep_ex	13449	266	21555	ORF1ab	C	all	pc	666	3
13450	13464	0	15	dep_ex	13450	266	21555	ORF1ab	C	all	pc	667	3
13451	13465	0	15	dep_ex	13451	266	21555	ORF1ab	C	all	pc	668	3
13452	13466	0	15	dep_ex	13452	266	21555	ORF1ab	C	all	pc	669	3
13453	13467	0	15	dep_ex	13453	266	21555	ORF1ab	C	all	pc	670	3
13454	13468	0	15	dep_ex	13454	266	21555	ORF1ab	C	all	pc	671	3
13455	13469	0	15	dep_ex	13455	266	21555	ORF1ab	C	all	pc	672	3
13456	13470	0	15	dep_ex	13456	266	21555	ORF1ab	C	all	pc	673	3
13457	13471	0	15	dep_ex	13457	266	21555	ORF1ab	C	all	pc	674	3
13458	13472	0	15	dep_ex	13458	266	21555	ORF1ab	C	all	pc	675	3
13459	13473	0	15	dep_ex	13459	266	21555	ORF1ab	C	all	pc	676	3
13460	13474	0	15	dep_ex	13460	266	21555	ORF1ab	C	all	pc	677	3
13461	13475	0	15	dep_ex	13461	266	21555	ORF1ab	C	all	pc	678	3
13462	13476	0	15	dep_ex	13462	266	21555	ORF1ab	C	all	pc	679	3
13463	13477	0	15	dep_ex	13463	266	21555	ORF1ab	C	all	pc	680	3
13464	13478	0	15	dep_ex	13464	266	21555	ORF1ab	C	all	pc	681	3
13465	13479	0	15	dep_ex	13465	266	21555	ORF1ab	C	all	pc	682	3
13466	13480	0	15	dep_ex	13466	266	21555	ORF1ab	C	all	pc	683	3
13467	13481	0	15	dep_ex	13467	266	21555	ORF1ab	C	all	pc	684	3
13468	13482	0	15	dep_ex	13468	266	21555	ORF1ab	C	all	pc	685	3
13469	13483	0	15	dep_ex	13469	266	21555	ORF1ab	C	all	pc	686	3
13470	13484	0	15	dep_ex	13470	266	21555	ORF1ab	C	all	pc	687	3
13471	13485	0	15	dep_ex	13471	266	21555	ORF1ab	C	all	pc	688	3
13472	13486	0	15	dep_ex	13472	266	21555	ORF1ab	C	all	pc	689	3
13473	13487	0	15	dep_ex	13473	266	21555	ORF1ab	C	all	pc	690	3
13474	13488	0	15	dep_ex	13474	266	21555	ORF1ab	C	all	pc	691	3
13475	13489	0	15	dep_ex	13475	266	21555	ORF1ab	C	all	pc	692	3
13476	13490	0	15	dep_ex	13476	266	21555	ORF1ab	C	all	pc	693	3
13477	13491	0	15	dep_ex	13477	266	21555	ORF1ab	C	all	pc	694	3
13478	13492	0	15	dep_ex	13478	266	21555	ORF1ab	C	all	pc	695	3
13479	13493	0	15	dep_ex	13479	266	21555	ORF1ab	C	all	pc	696	3
13480	13494	0	15	dep_ex	13480	266	21555	ORF1ab	C	all	pc	697	3
13481	13495	0	15	dep_ex	13481	266	21555	ORF1ab	C	all	pc	698	3
13482	13496	0	15	dep_ex	13482	266	21555	ORF1ab	C	all	pc	699	3
13483	13497	0	15	dep_ex	13483	266	21555	ORF1ab	C	all	pc	700	3
13484	13498	0	15	dep_ex	13484	266	21555	ORF1ab	C	all	pc	701	3
13485	13499	0	15	dep_ex	13485	266	21555	ORF1ab	C	all	pc	702	3
13486	13500	0	14	dep_ex	13486	266	21555	ORF1ab	C	all	pc	703	3
13487	13501	0	13	dep_ex	13487	266	21555	ORF1ab	C	all	pc	704	3
13488	13502	0	12	dep_ex	13488	266	21555	ORF1ab	C	all	pc	705	3
13489	13503	0	11	dep_ex	13489	266	21555	ORF1ab	C	all	pc	706	3
13490	13504	0	10	dep_ex	13490	266	21555	ORF1ab	C	all	pc	707	3
13491	13505	0	9	dep_ex	13491	266	21555	ORF1ab	C	all	pc	708	3
13492	13506	0	8	dep_ex	13492	266	21555	ORF1ab	C	all	pc	709	3
13493	13507	0	7	dep_ex	13493	266	21555	ORF1ab	C	all	pc	710	3
13494	13508	0	6	dep_ex	13494	266	21555	ORF1ab	C	all	pc	711	3
13495	13509	0	5	dep_ex	13495	266	21555	ORF1ab	C	all	pc	712	3
13496	13510	0	4	dep_ex	13496	266	21555	ORF1ab	C	all	pc	713	3
13497	13511	0	3	dep_ex	13497	266	21555	ORF1ab	C	all	pc	714	3
13498	13512	0	2	dep_ex	13498	266	21555	ORF1ab	C	all	pc	715	3
13499	13513	0	1	dep_ex	13499	266	21555	ORF1ab	C	all	pc	716	3
14588	14602	0	1	dep_ex	14588	266	21555	ORF1ab	C	all	pc	717	3
14589	14603	0	2	dep_ex	14589	266	21555	ORF1ab	C	all	pc	718	3
14590	14604	0	3	dep_ex	14590	266	21555	ORF1ab	C	all	pc	719	3
14591	14605	0	4	dep_ex	14591	266	21555	ORF1ab	C	all	pc	720	3
14592	14606	0	5	dep_ex	14592	266	21555	ORF1ab	C	all	pc	721	3
14593	14607	0	6	dep_ex	14593	266	21555	ORF1ab	C	all	pc	722	3
14594	14608	0	7	dep_ex	14594	266	21555	ORF1ab	C	all	pc	723	3
14595	14609	0	8	dep_ex	14595	266	21555	ORF1ab	C	all	pc	724	3
14596	14610	0	9	dep_ex	14596	266	21555	ORF1ab	C	all	pc	725	3
14597	14611	0	10	dep_ex	14597	266	21555	ORF1ab	C	all	pc	726	3
14598	14612	0	11	dep_ex	14598	266	21555	ORF1ab	C	all	pc	727	3
14599	14613	0	12	dep_ex	14599	266	21555	ORF1ab	C	all	pc	728	3
14600	14614	0	13	dep_ex	14600	266	21555	ORF1ab	C	all	pc	729	3
14601	14615	0	14	dep_ex	14601	266	21555	ORF1ab	C	all	pc	730	3
14602	14616	0	15	dep_ex	14602	266	21555	ORF1ab	C	all	pc	731	3
14603	14617	0	15	dep_ex	14603	266	21555	ORF1ab	C	all	pc	732	3
14604	14618	0	15	dep_ex	14604	266	21555	ORF1ab	C	all	pc	733	3
14605	14619	0	15	dep_ex	14605	266	21555	ORF1ab	C	all	pc	734	3
14606	14620	0	15	dep_ex	14606	266	21555	ORF1ab	C	all	pc	735	3
14607	14621	0	15	dep_ex	14607	266	21555	ORF1ab	C	all	pc	736	3
14608	14622	0	15	dep_ex	14608	266	21555	ORF1ab	C	all	pc	737	3
14609	14623	0	15	dep_ex	14609	266	21555	ORF1ab	C	all	pc	738	3
14610	14624	0	15	dep_ex	14610	266	21555	ORF1ab	C	all	pc	739	3
14611	14625	0	15	dep_ex	14611	266	21555	ORF1ab	C	all	pc	740	3
14612	14626	0	15	dep_ex	14612	266	21555	ORF1ab	C	all	pc	741	3
14613	14627	0	15	dep_ex	14613	266	21555	ORF1ab	C	all	pc	742	3
14614	14628	0	15	dep_ex	14614	266	21555	ORF1ab	C	all	pc	743	3
14615	14629	0	15	dep_ex	14615	266	21555	ORF1ab	C	all	pc	744	3
14616	14630	0	15	dep_ex	14616	266	21555	ORF1ab	C	all	pc	745	3
14617	14631	0	15	dep_ex	14617	266	21555	ORF1ab	C	all	pc	746	3
14618	14632	0	15	dep_ex	14618	266	21555	ORF1ab	C	all	pc	747	3
14619	14633	0	15	dep_ex	14619	266	21555	ORF1ab	C	all	pc	748	3
14620	14634	0	15	dep_ex	14620	266	21555	ORF1ab	C	all	pc	749	3
14621	14635	0	15	dep_ex	14621	266	21555	ORF1ab	C	all	pc	750	3
14622	14636	0	15	dep_ex	14622	266	21555	ORF1ab	C	all	pc	751	3
14623	14637	0	15	dep_ex	14623	266	21555	ORF1ab	C	all	pc	752	3
14624	14638	0	15	dep_ex	14624	266	21555	ORF1ab	C	all	pc	753	3
14625	14639	0	15	dep_ex	14625	266	21555	ORF1ab	C	all	pc	754	3
14626	14640	0	15	dep_ex	14626	266	21555	ORF1ab	C	all	pc	755	3
14627	14641	0	15	dep_ex	14627	266	21555	ORF1ab	C	all	pc	756	3
14628	14642	0	15	dep_ex	14628	266	21555	ORF1ab	C	all	pc	757	3
14629	14643	0	15	dep_ex	14629	266	21555	ORF1ab	C	all	pc	758	3
14630	14644	0	15	dep_ex	14630	266	21555	ORF1ab	C	all	pc	759	3
14631	14645	0	15	dep_ex	14631	266	21555	ORF1ab	C	all	pc	760	3
14632	14646	0	15	dep_ex	14632	266	21555	ORF1ab	C	all	pc	761	3
14633	14647	0	15	dep_ex	14633	266	21555	ORF1ab	C	all	pc	762	3
14634	14648	0	15	dep_ex	14634	266	21555	ORF1ab	C	all	pc	763	3
14635	14649	0	15	dep_ex	14635	266	21555	ORF1ab	C	all	pc	764	3
14636	14650	0	15	dep_ex	14636	266	21555	ORF1ab	C	all	pc	765	3
14637	14651	0	15	dep_ex	14637	266	21555	ORF1ab	C	all	pc	766	3
14638	14652	0	15	dep_ex	14638	266	21555	ORF1ab	C	all	pc	767	3
14639	14653	0	15	dep_ex	14639	266	21555	ORF1ab	C	all	pc	768	3
14640	14654	0	14	dep_ex	14640	266	21555	ORF1ab	C	all	pc	769	3
14641	14655	0	14	dep_ex	14641	266	21555	ORF1ab	C	all	pc	770	3
14642	14656	0	14	dep_ex	14642	266	21555	ORF1ab	C	all	pc	771	3
14643	14657	0	14	dep_ex	14643	266	21555	ORF1ab	C	all	pc	772	3
14644	14658	0	14	dep_ex	14644	266	21555	ORF1ab	C	all	pc	773	3
14645	14659	0	14	dep_ex	14645	266	21555	ORF1ab	C	all	pc	774	3
14646	14660	0	14	dep_ex	14646	266	21555	ORF1ab	C	all	pc	775	3
14647	14661	0	14	dep_ex	14647	266	21555	ORF1ab	C	all	pc	776	3
14648	14662	0	14	dep_ex	14648	266	21555	ORF1ab	C	all	pc	777	3
14649	14663	0	14	dep_ex	14649	266	21555	ORF1ab	C	all	pc	778	3
14650	14664	0	14	dep_ex	14650	266	21555	ORF1ab	C	all	pc	779	3
14651	14665	0	14	dep_ex	14651	266	21555	ORF1ab	C	all	pc	780	3
14652	14666	0	14	dep_ex	14652	266	21555	ORF1ab	C	all	pc	781	3
14653	14667	0	14	dep_ex	14653	266	21555	ORF1ab	C	all	pc	782	3
14654	14668	0	14	dep_ex	14654	266	21555	ORF1ab	C	all	pc	783	3
14655	14669	0	15	dep_ex	14655	266	21555	ORF1ab	C	all	pc	784	3
14656	14670	0	15	dep_ex	14656	266	21555	ORF1ab	C	all	pc	785	3
14657	14671	0	15	dep_ex	14657	266	21555	ORF1ab	C	all	pc	786	3
14658	14672	0	15	dep_ex	14658	266	21555	ORF1ab	C	all	pc	787	3
14659	14673	0	15	dep_ex	14659	266	21555	ORF1ab	C	all	pc	788	3
14660	14674	0	15	dep_ex	14660	266	21555	ORF1ab	C	all	pc	789	3
14661	14675	0	15	dep_ex	14661	266	21555	ORF1ab	C	all	pc	790	3
14662	14676	0	14	dep_ex	14662	266	21555	ORF1ab	C	all	pc	791	3
14663	14677	0	13	dep_ex	14663	266	21555	ORF1ab	C	all	pc	792	3
14664	14678	0	12	dep_ex	14664	266	21555	ORF1ab	C	all	pc	793	3
14665	14679	0	11	dep_ex	14665	266	21555	ORF1ab	C	all	pc	794	3
14666	14680	0	10	dep_ex	14666	266	21555	ORF1ab	C	all	pc	795	3
14667	14681	0	9	dep_ex	14667	266	21555	ORF1ab	C	all	pc	796	3
14668	14682	0	8	dep_ex	14668	266	21555	ORF1ab	C	all	pc	797	3
14669	14683	0	7	dep_ex	14669	266	21555	ORF1ab	C	all	pc	798	3
14670	14684	0	6	dep_ex	14670	266	21555	ORF1ab	C	all	pc	799	3
14671	14685	0	5	dep_ex	14671	266	21555	ORF1ab	C	all	pc	800	3
14672	14686	0	4	dep_ex	14672	266	21555	ORF1ab	C	all	pc	801	3
14673	14687	0	3	dep_ex	14673	266	21555	ORF1ab	C	all	pc	802	3
14674	14688	0	2	dep_ex	14674	266	21555	ORF1ab	C	all	pc	803	3
14675	14689	0	1	dep_ex	14675	266	21555	ORF1ab	C	all	pc	804	3
14914	14928	0	1	dep_ex	14914	266	21555	ORF1ab	C	all	pc	805	3
14915	14929	0	2	dep_ex	14915	266	21555	ORF1ab	C	all	pc	806	3
14916	14930	0	3	dep_ex	14916	266	21555	ORF1ab	C	all	pc	807	3
14917	14931	0	4	dep_ex	14917	266	21555	ORF1ab	C	all	pc	808	3
14918	14932	0	5	dep_ex	14918	266	21555	ORF1ab	C	all	pc	809	3
14919	14933	0	6	dep_ex	14919	266	21555	ORF1ab	C	all	pc	810	3
14920	14934	0	7	dep_ex	14920	266	21555	ORF1ab	C	all	pc	811	3
14921	14935	0	8	dep_ex	14921	266	21555	ORF1ab	C	all	pc	812	3
14922	14936	0	9	dep_ex	14922	266	21555	ORF1ab	C	all	pc	813	3
14923	14937	0	10	dep_ex	14923	266	21555	ORF1ab	C	all	pc	814	3
14924	14938	0	11	dep_ex	14924	266	21555	ORF1ab	C	all	pc	815	3
14925	14939	0	12	dep_ex	14925	266	21555	ORF1ab	C	all	pc	816	3
14926	14940	0	13	dep_ex	14926	266	21555	ORF1ab	C	all	pc	817	3
14927	14941	0	14	dep_ex	14927	266	21555	ORF1ab	C	all	pc	818	3
14928	14942	0	15	dep_ex	14928	266	21555	ORF1ab	C	all	pc	819	3
14929	14943	0	15	dep_ex	14929	266	21555	ORF1ab	C	all	pc	820	3
14930	14944	0	15	dep_ex	14930	266	21555	ORF1ab	C	all	pc	821	3
14931	14945	0	15	dep_ex	14931	266	21555	ORF1ab	C	all	pc	822	3
14932	14946	0	15	dep_ex	14932	266	21555	ORF1ab	C	all	pc	823	3
14933	14947	0	15	dep_ex	14933	266	21555	ORF1ab	C	all	pc	824	3
14934	14948	0	15	dep_ex	14934	266	21555	ORF1ab	C	all	pc	825	3
14935	14949	0	15	dep_ex	14935	266	21555	ORF1ab	C	all	pc	826	3
14936	14950	0	15	dep_ex	14936	266	21555	ORF1ab	C	all	pc	827	3
14937	14951	0	15	dep_ex	14937	266	21555	ORF1ab	C	all	pc	828	3
14938	14952	0	15	dep_ex	14938	266	21555	ORF1ab	C	all	pc	829	3
14939	14953	0	15	dep_ex	14939	266	21555	ORF1ab	C	all	pc	830	3
14940	14954	0	15	dep_ex	14940	266	21555	ORF1ab	C	all	pc	831	3
14941	14955	0	15	dep_ex	14941	266	21555	ORF1ab	C	all	pc	832	3
14942	14956	0	15	dep_ex	14942	266	21555	ORF1ab	C	all	pc	833	3
14943	14957	0	15	dep_ex	14943	266	21555	ORF1ab	C	all	pc	834	3
14944	14958	0	15	dep_ex	14944	266	21555	ORF1ab	C	all	pc	835	3
14945	14959	0	15	dep_ex	14945	266	21555	ORF1ab	C	all	pc	836	3
14946	14960	0	15	dep_ex	14946	266	21555	ORF1ab	C	all	pc	837	3
14947	14961	0	15	dep_ex	14947	266	21555	ORF1ab	C	all	pc	838	3
14948	14962	0	15	dep_ex	14948	266	21555	ORF1ab	C	all	pc	839	3
14949	14963	0	15	dep_ex	14949	266	21555	ORF1ab	C	all	pc	840	3
14950	14964	0	15	dep_ex	14950	266	21555	ORF1ab	C	all	pc	841	3
14951	14965	0	15	dep_ex	14951	266	21555	ORF1ab	C	all	pc	842	3
14952	14966	0	15	dep_ex	14952	266	21555	ORF1ab	C	all	pc	843	3
14953	14967	0	15	dep_ex	14953	266	21555	ORF1ab	C	all	pc	844	3
14954	14968	0	15	dep_ex	14954	266	21555	ORF1ab	C	all	pc	845	3
14955	14969	0	15	dep_ex	14955	266	21555	ORF1ab	C	all	pc	846	3
14956	14970	0	15	dep_ex	14956	266	21555	ORF1ab	C	all	pc	847	3
14957	14971	0	15	dep_ex	14957	266	21555	ORF1ab	C	all	pc	848	3
14958	14972	0	15	dep_ex	14958	266	21555	ORF1ab	C	all	pc	849	3
14959	14973	0	15	dep_ex	14959	266	21555	ORF1ab	C	all	pc	850	3
14960	14974	0	15	dep_ex	14960	266	21555	ORF1ab	C	all	pc	851	3
14961	14975	0	15	dep_ex	14961	266	21555	ORF1ab	C	all	pc	852	3
14962	14976	0	15	dep_ex	14962	266	21555	ORF1ab	C	all	pc	853	3
14963	14977	0	15	dep_ex	14963	266	21555	ORF1ab	C	all	pc	854	3
14964	14978	0	15	dep_ex	14964	266	21555	ORF1ab	C	all	pc	855	3
14965	14979	0	15	dep_ex	14965	266	21555	ORF1ab	C	all	pc	856	3
14966	14980	0	15	dep_ex	14966	266	21555	ORF1ab	C	all	pc	857	3
14967	14981	0	15	dep_ex	14967	266	21555	ORF1ab	C	all	pc	858	3
14968	14982	0	15	dep_ex	14968	266	21555	ORF1ab	C	all	pc	859	3
14969	14983	0	15	dep_ex	14969	266	21555	ORF1ab	C	all	pc	860	3
14970	14984	0	15	dep_ex	14970	266	21555	ORF1ab	C	all	pc	861	3
14971	14985	0	15	dep_ex	14971	266	21555	ORF1ab	C	all	pc	862	3
14972	14986	0	15	dep_ex	14972	266	21555	ORF1ab	C	all	pc	863	3
14973	14987	0	15	dep_ex	14973	266	21555	ORF1ab	C	all	pc	864	3
14974	14988	0	15	dep_ex	14974	266	21555	ORF1ab	C	all	pc	865	3
14975	14989	0	15	dep_ex	14975	266	21555	ORF1ab	C	all	pc	866	3
14976	14990	0	15	dep_ex	14976	266	21555	ORF1ab	C	all	pc	867	3
14977	14991	0	15	dep_ex	14977	266	21555	ORF1ab	C	all	pc	868	3
14978	14992	0	15	dep_ex	14978	266	21555	ORF1ab	C	all	pc	869	3
14979	14993	0	15	dep_ex	14979	266	21555	ORF1ab	C	all	pc	870	3
14980	14994	0	15	dep_ex	14980	266	21555	ORF1ab	C	all	pc	871	3
14981	14995	0	15	dep_ex	14981	266	21555	ORF1ab	C	all	pc	872	3
14982	14996	0	15	dep_ex	14982	266	21555	ORF1ab	C	all	pc	873	3
14983	14997	0	15	dep_ex	14983	266	21555	ORF1ab	C	all	pc	874	3
14984	14998	0	14	dep_ex	14984	266	21555	ORF1ab	C	all	pc	875	3
14985	14999	0	13	dep_ex	14985	266	21555	ORF1ab	C	all	pc	876	3
14986	15000	0	12	dep_ex	14986	266	21555	ORF1ab	C	all	pc	877	3
14987	15001	0	11	dep_ex	14987	266	21555	ORF1ab	C	all	pc	878	3
14988	15002	0	10	dep_ex	14988	266	21555	ORF1ab	C	all	pc	879	3
14989	15003	0	9	dep_ex	14989	266	21555	ORF1ab	C	all	pc	880	3
14990	15004	0	8	dep_ex	14990	266	21555	ORF1ab	C	all	pc	881	3
14991	15005	0	7	dep_ex	14991	266	21555	ORF1ab	C	all	pc	882	3
14992	15006	0	6	dep_ex	14992	266	21555	ORF1ab	C	all	pc	883	3
14993	15007	0	5	dep_ex	14993	266	21555	ORF1ab	C	all	pc	884	3
14994	15008	0	4	dep_ex	14994	266	21555	ORF1ab	C	all	pc	885	3
14995	15009	0	3	dep_ex	14995	266	21555	ORF1ab	C	all	pc	886	3
14996	15010	0	2	dep_ex	14996	266	21555	ORF1ab	C	all	pc	887	3
14997	15011	0	1	dep_ex	14997	266	21555	ORF1ab	C	all	pc	888	3
15946	15960	0	1	dep_ex	15946	266	21555	ORF1ab	C	all	pc	889	3
15947	15961	0	2	dep_ex	15947	266	21555	ORF1ab	C	all	pc	890	3
15948	15962	0	3	dep_ex	15948	266	21555	ORF1ab	C	all	pc	891	3
15949	15963	0	4	dep_ex	15949	266	21555	ORF1ab	C	all	pc	892	3
15950	15964	0	5	dep_ex	15950	266	21555	ORF1ab	C	all	pc	893	3
15951	15965	0	6	dep_ex	15951	266	21555	ORF1ab	C	all	pc	894	3
15952	15966	0	6	dep_ex	15952	266	21555	ORF1ab	C	all	pc	895	3
15953	15967	0	6	dep_ex	15953	266	21555	ORF1ab	C	all	pc	896	3
15954	15968	0	6	dep_ex	15954	266	21555	ORF1ab	C	all	pc	897	3
15955	15969	0	6	dep_ex	15955	266	21555	ORF1ab	C	all	pc	898	3
15956	15970	0	6	dep_ex	15956	266	21555	ORF1ab	C	all	pc	899	3
15957	15971	0	6	dep_ex	15957	266	21555	ORF1ab	C	all	pc	900	3
15958	15972	0	6	dep_ex	15958	266	21555	ORF1ab	C	all	pc	901	3
15959	15973	0	6	dep_ex	15959	266	21555	ORF1ab	C	all	pc	902	3
15960	15974	0	6	dep_ex	15960	266	21555	ORF1ab	C	all	pc	903	3
15961	15975	0	5	dep_ex	15961	266	21555	ORF1ab	C	all	pc	904	3
15962	15976	0	4	dep_ex	15962	266	21555	ORF1ab	C	all	pc	905	3
15963	15977	0	3	dep_ex	15963	266	21555	ORF1ab	C	all	pc	906	3
15964	15978	0	2	dep_ex	15964	266	21555	ORF1ab	C	all	pc	907	3
15965	15979	0	1	dep_ex	15965	266	21555	ORF1ab	C	all	pc	908	3
17735	17749	0	1	dep_ex	17735	266	21555	ORF1ab	C	all	pc	909	3
17736	17750	0	2	dep_ex	17736	266	21555	ORF1ab	C	all	pc	910	3
17737	17751	0	3	dep_ex	17737	266	21555	ORF1ab	C	all	pc	911	3
17738	17752	0	4	dep_ex	17738	266	21555	ORF1ab	C	all	pc	912	3
17739	17753	0	4	dep_ex	17739	266	21555	ORF1ab	C	all	pc	913	3
17740	17754	0	4	dep_ex	17740	266	21555	ORF1ab	C	all	pc	914	3
17741	17755	0	4	dep_ex	17741	266	21555	ORF1ab	C	all	pc	915	3
17742	17756	0	4	dep_ex	17742	266	21555	ORF1ab	C	all	pc	916	3
17743	17757	0	4	dep_ex	17743	266	21555	ORF1ab	C	all	pc	917	3
17744	17758	0	4	dep_ex	17744	266	21555	ORF1ab	C	all	pc	918	3
17745	17759	0	4	dep_ex	17745	266	21555	ORF1ab	C	all	pc	919	3
17746	17760	0	4	dep_ex	17746	266	21555	ORF1ab	C	all	pc	920	3
17747	17761	0	4	dep_ex	17747	266	21555	ORF1ab	C	all	pc	921	3
17748	17762	0	4	dep_ex	17748	266	21555	ORF1ab	C	all	pc	922	3
17749	17763	0	4	dep_ex	17749	266	21555	ORF1ab	C	all	pc	923	3
17750	17764	0	3	dep_ex	17750	266	21555	ORF1ab	C	all	pc	924	3
17751	17765	0	2	dep_ex	17751	266	21555	ORF1ab	C	all	pc	925	3
17752	17766	0	1	dep_ex	17752	266	21555	ORF1ab	C	all	pc	926	3
18730	18744	0	1	dep_ex	18730	266	21555	ORF1ab	C	all	pc	927	3
18731	18745	0	2	dep_ex	18731	266	21555	ORF1ab	C	all	pc	928	3
18732	18746	0	3	dep_ex	18732	266	21555	ORF1ab	C	all	pc	929	3
18733	18747	0	4	dep_ex	18733	266	21555	ORF1ab	C	all	pc	930	3
18734	18748	0	5	dep_ex	18734	266	21555	ORF1ab	C	all	pc	931	3
18735	18749	0	6	dep_ex	18735	266	21555	ORF1ab	C	all	pc	932	3
18736	18750	0	7	dep_ex	18736	266	21555	ORF1ab	C	all	pc	933	3
18737	18751	0	8	dep_ex	18737	266	21555	ORF1ab	C	all	pc	934	3
18738	18752	0	9	dep_ex	18738	266	21555	ORF1ab	C	all	pc	935	3
18739	18753	0	10	dep_ex	18739	266	21555	ORF1ab	C	all	pc	936	3
18740	18754	0	11	dep_ex	18740	266	21555	ORF1ab	C	all	pc	937	3
18741	18755	0	12	dep_ex	18741	266	21555	ORF1ab	C	all	pc	938	3
18742	18756	0	13	dep_ex	18742	266	21555	ORF1ab	C	all	pc	939	3
18743	18757	0	14	dep_ex	18743	266	21555	ORF1ab	C	all	pc	940	3
18744	18758	0	15	dep_ex	18744	266	21555	ORF1ab	C	all	pc	941	3
18745	18759	0	14	dep_ex	18745	266	21555	ORF1ab	C	all	pc	942	3
18746	18760	0	13	dep_ex	18746	266	21555	ORF1ab	C	all	pc	943	3
18747	18761	0	12	dep_ex	18747	266	21555	ORF1ab	C	all	pc	944	3
18748	18762	0	11	dep_ex	18748	266	21555	ORF1ab	C	all	pc	945	3
18749	18763	0	10	dep_ex	18749	266	21555	ORF1ab	C	all	pc	946	3
18750	18764	0	9	dep_ex	18750	266	21555	ORF1ab	C	all	pc	947	3
18751	18765	0	8	dep_ex	18751	266	21555	ORF1ab	C	all	pc	948	3
18752	18766	0	7	dep_ex	18752	266	21555	ORF1ab	C	all	pc	949	3
18753	18767	0	6	dep_ex	18753	266	21555	ORF1ab	C	all	pc	950	3
18754	18768	0	5	dep_ex	18754	266	21555	ORF1ab	C	all	pc	951	3
18755	18769	0	4	dep_ex	18755	266	21555	ORF1ab	C	all	pc	952	3
18756	18770	0	3	dep_ex	18756	266	21555	ORF1ab	C	all	pc	953	3
18757	18771	0	2	dep_ex	18757	266	21555	ORF1ab	C	all	pc	954	3
18758	18772	0	1	dep_ex	18758	266	21555	ORF1ab	C	all	pc	955	3
